State,Region,Product,ds,y
Louisiana,Greater New Orleans,Whole Life,2009-04-01,125.34
Louisiana,Greater New Orleans,Whole Life,2009-07-01,116.46
Louisiana,Greater New Orleans,Whole Life,2009-10-01,101.19
Louisiana,Greater New Orleans,Whole Life,2010-01-01,299.83
Louisiana,Greater New Orleans,Whole Life,2010-04-01,204.16
Louisiana,Greater New Orleans,Whole Life,2010-07-01,132.45
Louisiana,Greater New Orleans,Whole Life,2010-10-01,132.95
Louisiana,Greater New Orleans,Whole Life,2011-01-01,121.12
Louisiana,Greater New Orleans,Whole Life,2011-04-01,111.16
Louisiana,Greater New Orleans,Whole Life,2011-07-01,161.35
Louisiana,Greater New Orleans,Whole Life,2011-10-01,126.12
Louisiana,Greater New Orleans,Whole Life,2012-01-01,141.26
Louisiana,Greater New Orleans,Whole Life,2012-04-01,108.52
Louisiana,Greater New Orleans,Whole Life,2012-07-01,130.27
Louisiana,Greater New Orleans,Whole Life,2012-10-01,82.39
Louisiana,Greater New Orleans,Whole Life,2013-01-01,215.95
Louisiana,Greater New Orleans,Whole Life,2013-04-01,119.74
Louisiana,Greater New Orleans,Whole Life,2013-07-01,180.55
Louisiana,Greater New Orleans,Whole Life,2013-10-01,125.81
Louisiana,Greater New Orleans,Whole Life,2014-01-01,189.39
Louisiana,Greater New Orleans,Whole Life,2014-04-01,149.81
Louisiana,Greater New Orleans,Whole Life,2014-07-01,193.19
Louisiana,Greater New Orleans,Whole Life,2014-10-01,135.26
Louisiana,Greater New Orleans,Whole Life,2015-01-01,247.32
Louisiana,Greater New Orleans,Whole Life,2015-04-01,142.94
Louisiana,Greater New Orleans,Whole Life,2015-07-01,174.95
Louisiana,Greater New Orleans,Whole Life,2015-10-01,125.52
Louisiana,Greater New Orleans,Whole Life,2016-01-01,162.6
Louisiana,Greater New Orleans,Whole Life,2016-04-01,199.52
Louisiana,Greater New Orleans,Whole Life,2016-07-01,159.13
Louisiana,Greater New Orleans,Whole Life,2016-10-01,214.11
Louisiana,Greater New Orleans,Whole Life,2017-01-01,223.13
Louisiana,Greater New Orleans,Whole Life,2017-04-01,193.49
Louisiana,Greater New Orleans,Whole Life,2017-07-01,203.63
Louisiana,Greater New Orleans,Whole Life,2017-10-01,214.46
Louisiana,Greater New Orleans,Annuities,1998-01-01,21.7
Louisiana,Greater New Orleans,Annuities,1998-04-01,17.56
Louisiana,Greater New Orleans,Annuities,1998-07-01,23.27
Louisiana,Greater New Orleans,Annuities,1998-10-01,32.03
Louisiana,Greater New Orleans,Annuities,1999-01-01,12.79
Louisiana,Greater New Orleans,Annuities,1999-04-01,39.44
Louisiana,Greater New Orleans,Annuities,1999-07-01,10.79
Louisiana,Greater New Orleans,Annuities,1999-10-01,17.83
Louisiana,Greater New Orleans,Annuities,2000-01-01,57.41
Louisiana,Greater New Orleans,Annuities,2000-04-01,43.01
Louisiana,Greater New Orleans,Annuities,2000-07-01,38.61
Louisiana,Greater New Orleans,Annuities,2000-10-01,9.52
Louisiana,Greater New Orleans,Annuities,2001-01-01,20.14
Louisiana,Greater New Orleans,Annuities,2001-04-01,11.74
Louisiana,Greater New Orleans,Annuities,2001-07-01,34.16
Louisiana,Greater New Orleans,Annuities,2001-10-01,15.44
Louisiana,Greater New Orleans,Annuities,2002-01-01,27.98
Louisiana,Greater New Orleans,Annuities,2002-04-01,31.62
Louisiana,Greater New Orleans,Annuities,2002-07-01,21.04
Louisiana,Greater New Orleans,Annuities,2002-10-01,21.88
Louisiana,Greater New Orleans,Annuities,2003-01-01,37.13
Louisiana,Greater New Orleans,Annuities,2003-04-01,34.85
Louisiana,Greater New Orleans,Annuities,2003-07-01,22.52
Louisiana,Greater New Orleans,Annuities,2003-10-01,12.54
Louisiana,Greater New Orleans,Annuities,2004-01-01,58.77
Louisiana,Greater New Orleans,Annuities,2004-04-01,25.62
Louisiana,Greater New Orleans,Annuities,2004-07-01,29.0
Louisiana,Greater New Orleans,Annuities,2004-10-01,35.5
Louisiana,Greater New Orleans,Annuities,2005-01-01,36.39
Louisiana,Greater New Orleans,Annuities,2005-04-01,20.17
Louisiana,Greater New Orleans,Annuities,2005-07-01,10.84
Louisiana,Greater New Orleans,Annuities,2005-10-01,18.48
Louisiana,Greater New Orleans,Annuities,2006-01-01,17.39
Louisiana,Greater New Orleans,Annuities,2006-04-01,20.56
Louisiana,Greater New Orleans,Annuities,2006-07-01,21.91
Louisiana,Greater New Orleans,Annuities,2006-10-01,31.31
Louisiana,Greater New Orleans,Annuities,2007-01-01,18.2
Louisiana,Greater New Orleans,Annuities,2007-04-01,37.1
Louisiana,Greater New Orleans,Annuities,2007-07-01,34.71
Louisiana,Greater New Orleans,Annuities,2007-10-01,15.15
Louisiana,Greater New Orleans,Annuities,2008-01-01,33.31
Louisiana,Greater New Orleans,Annuities,2008-04-01,23.57
Louisiana,Greater New Orleans,Annuities,2008-07-01,44.05
Louisiana,Greater New Orleans,Annuities,2008-10-01,31.15
Louisiana,Greater New Orleans,Annuities,2009-01-01,13.72
Louisiana,Greater New Orleans,Annuities,2009-04-01,19.55
Louisiana,Greater New Orleans,Annuities,2009-07-01,22.73
Louisiana,Greater New Orleans,Annuities,2009-10-01,41.3
Louisiana,Greater New Orleans,Annuities,2010-01-01,21.85
Louisiana,Greater New Orleans,Annuities,2010-04-01,31.02
Louisiana,Greater New Orleans,Annuities,2010-07-01,30.15
Louisiana,Greater New Orleans,Annuities,2010-10-01,35.36
Louisiana,Greater New Orleans,Annuities,2011-01-01,12.34
Louisiana,Greater New Orleans,Annuities,2011-04-01,31.09
Louisiana,Greater New Orleans,Annuities,2011-07-01,46.83
Louisiana,Greater New Orleans,Annuities,2011-10-01,27.01
Louisiana,Greater New Orleans,Annuities,2012-01-01,14.05
Louisiana,Greater New Orleans,Annuities,2012-04-01,32.14
Louisiana,Greater New Orleans,Annuities,2012-07-01,20.85
Louisiana,Greater New Orleans,Annuities,2012-10-01,31.21
Louisiana,Greater New Orleans,Annuities,2013-01-01,21.14
Louisiana,Greater New Orleans,Annuities,2013-04-01,39.11
Louisiana,Greater New Orleans,Annuities,2013-07-01,17.73
Louisiana,Greater New Orleans,Annuities,2013-10-01,25.68
Louisiana,Greater New Orleans,Annuities,2014-01-01,11.93
Louisiana,Greater New Orleans,Annuities,2014-04-01,43.1
Louisiana,Greater New Orleans,Annuities,2014-07-01,46.94
Louisiana,Greater New Orleans,Annuities,2014-10-01,45.92
Louisiana,Greater New Orleans,Annuities,2015-01-01,36.7
Louisiana,Greater New Orleans,Annuities,2015-04-01,48.39
Louisiana,Greater New Orleans,Annuities,2015-07-01,35.2
Louisiana,Greater New Orleans,Annuities,2015-10-01,49.8
Louisiana,Greater New Orleans,Annuities,2016-01-01,71.83
Louisiana,Greater New Orleans,Annuities,2016-04-01,29.5
Louisiana,Greater New Orleans,Annuities,2016-07-01,29.03
Louisiana,Greater New Orleans,Annuities,2016-10-01,44.88
Louisiana,Greater New Orleans,Annuities,2017-01-01,41.95
Louisiana,Greater New Orleans,Annuities,2017-04-01,42.71
Louisiana,Greater New Orleans,Annuities,2017-07-01,26.16
Louisiana,Greater New Orleans,Annuities,2017-10-01,18.37
Louisiana,Greater New Orleans,Annuities,1998-01-01,182.89
Louisiana,Greater New Orleans,Annuities,1998-04-01,171.76
Louisiana,Greater New Orleans,Annuities,1998-07-01,172.51
Louisiana,Greater New Orleans,Annuities,1998-10-01,145.6
Louisiana,Greater New Orleans,Annuities,1999-01-01,162.48
Louisiana,Greater New Orleans,Annuities,1999-04-01,165.04
Louisiana,Greater New Orleans,Annuities,1999-07-01,151.34
Louisiana,Greater New Orleans,Annuities,1999-10-01,200.36
Louisiana,Greater New Orleans,Annuities,2000-01-01,278.61
Louisiana,Greater New Orleans,Annuities,2000-04-01,157.3
Louisiana,Greater New Orleans,Annuities,2000-07-01,132.41
Louisiana,Greater New Orleans,Annuities,2000-10-01,178.78
Louisiana,Greater New Orleans,Annuities,2001-01-01,151.34
Louisiana,Greater New Orleans,Annuities,2001-04-01,235.2
Louisiana,Greater New Orleans,Annuities,2001-07-01,174.56
Louisiana,Greater New Orleans,Annuities,2001-10-01,216.67
Louisiana,Greater New Orleans,Annuities,2002-01-01,161.95
Louisiana,Greater New Orleans,Annuities,2002-04-01,157.26
Louisiana,Greater New Orleans,Annuities,2002-07-01,150.29
Louisiana,Greater New Orleans,Annuities,2002-10-01,173.14
Louisiana,Greater New Orleans,Annuities,2003-01-01,142.96
Louisiana,Greater New Orleans,Annuities,2003-04-01,160.58
Louisiana,Greater New Orleans,Annuities,2003-07-01,238.25
Louisiana,Greater New Orleans,Annuities,2003-10-01,257.52
Louisiana,Greater New Orleans,Annuities,2004-01-01,215.94
Louisiana,Greater New Orleans,Annuities,2004-04-01,179.65
Louisiana,Greater New Orleans,Annuities,2004-07-01,159.53
Louisiana,Greater New Orleans,Annuities,2004-10-01,184.13
Louisiana,Greater New Orleans,Annuities,2005-01-01,232.84
Louisiana,Greater New Orleans,Annuities,2005-04-01,144.35
Louisiana,Greater New Orleans,Annuities,2005-07-01,220.83
Louisiana,Greater New Orleans,Annuities,2005-10-01,160.46
Louisiana,Greater New Orleans,Annuities,2006-01-01,183.32
Louisiana,Greater New Orleans,Annuities,2006-04-01,201.55
Louisiana,Greater New Orleans,Annuities,2006-07-01,161.91
Louisiana,Greater New Orleans,Annuities,2006-10-01,180.4
Louisiana,Greater New Orleans,Annuities,2007-01-01,181.63
Louisiana,Greater New Orleans,Annuities,2007-04-01,177.96
Louisiana,Greater New Orleans,Annuities,2007-07-01,165.36
Louisiana,Greater New Orleans,Annuities,2007-10-01,203.59
Louisiana,Greater New Orleans,Annuities,2008-01-01,197.05
Louisiana,Greater New Orleans,Annuities,2008-04-01,165.22
Louisiana,Greater New Orleans,Annuities,2008-07-01,166.74
Louisiana,Greater New Orleans,Annuities,2008-10-01,152.76
Louisiana,Greater New Orleans,Annuities,2009-01-01,163.82
Louisiana,Greater New Orleans,Annuities,2009-04-01,148.54
Louisiana,Greater New Orleans,Annuities,2009-07-01,138.85
Louisiana,Greater New Orleans,Annuities,2009-10-01,158.04
Louisiana,Greater New Orleans,Annuities,2010-01-01,162.61
Louisiana,Greater New Orleans,Annuities,2010-04-01,155.22
Louisiana,Greater New Orleans,Annuities,2010-07-01,161.79
Louisiana,Greater New Orleans,Annuities,2010-10-01,175.01
Louisiana,Greater New Orleans,Annuities,2011-01-01,150.94
Louisiana,Greater New Orleans,Annuities,2011-04-01,143.26
Louisiana,Greater New Orleans,Annuities,2011-07-01,149.99
Louisiana,Greater New Orleans,Annuities,2011-10-01,173.25
Louisiana,Greater New Orleans,Annuities,2012-01-01,149.55
Louisiana,Greater New Orleans,Annuities,2012-04-01,195.63
Louisiana,Greater New Orleans,Annuities,2012-07-01,201.67
Louisiana,Greater New Orleans,Annuities,2012-10-01,211.63
Louisiana,Greater New Orleans,Annuities,2013-01-01,195.42
Louisiana,Greater New Orleans,Annuities,2013-04-01,173.75
Louisiana,Greater New Orleans,Annuities,2013-07-01,162.63
Louisiana,Greater New Orleans,Annuities,2013-10-01,175.48
Louisiana,Greater New Orleans,Annuities,2014-01-01,191.9
Louisiana,Greater New Orleans,Annuities,2014-04-01,177.0
Louisiana,Greater New Orleans,Annuities,2014-07-01,200.09
Louisiana,Greater New Orleans,Annuities,2014-10-01,191.73
Louisiana,Greater New Orleans,Annuities,2015-01-01,180.74
Louisiana,Greater New Orleans,Annuities,2015-04-01,170.05
Louisiana,Greater New Orleans,Annuities,2015-07-01,233.71
Louisiana,Greater New Orleans,Annuities,2015-10-01,198.59
Louisiana,Greater New Orleans,Annuities,2016-01-01,238.12
Louisiana,Greater New Orleans,Annuities,2016-04-01,167.87
Louisiana,Greater New Orleans,Annuities,2016-07-01,164.85
Louisiana,Greater New Orleans,Annuities,2016-10-01,221.82
Louisiana,Greater New Orleans,Annuities,2017-01-01,199.97
Louisiana,Greater New Orleans,Annuities,2017-04-01,252.74
Louisiana,Greater New Orleans,Annuities,2017-07-01,220.21
Louisiana,Greater New Orleans,Annuities,2017-10-01,287.97
Louisiana,Florida Parishes,Term Life,1998-01-01,42.71
Louisiana,Florida Parishes,Term Life,1998-04-01,43.34
Louisiana,Florida Parishes,Term Life,1998-07-01,16.16
Louisiana,Florida Parishes,Term Life,1998-10-01,24.06
Louisiana,Florida Parishes,Term Life,1999-01-01,27.57
Louisiana,Florida Parishes,Term Life,1999-04-01,35.17
Louisiana,Florida Parishes,Term Life,1999-07-01,39.26
Louisiana,Florida Parishes,Term Life,1999-10-01,40.2
Louisiana,Florida Parishes,Term Life,2000-01-01,20.01
Louisiana,Florida Parishes,Term Life,2000-04-01,64.7
Louisiana,Florida Parishes,Term Life,2000-07-01,43.13
Louisiana,Florida Parishes,Term Life,2000-10-01,34.86
Louisiana,Florida Parishes,Term Life,2001-01-01,17.1
Louisiana,Florida Parishes,Term Life,2001-04-01,65.27
Louisiana,Florida Parishes,Term Life,2001-07-01,29.9
Louisiana,Florida Parishes,Term Life,2001-10-01,26.18
Louisiana,Florida Parishes,Term Life,2002-01-01,23.0
Louisiana,Florida Parishes,Term Life,2002-04-01,46.11
Louisiana,Florida Parishes,Term Life,2002-07-01,45.1
Louisiana,Florida Parishes,Term Life,2002-10-01,42.98
Louisiana,Florida Parishes,Term Life,2003-01-01,27.73
Louisiana,Florida Parishes,Term Life,2003-04-01,56.54
Louisiana,Florida Parishes,Term Life,2003-07-01,49.95
Louisiana,Florida Parishes,Term Life,2003-10-01,38.06
Louisiana,Florida Parishes,Term Life,2004-01-01,49.57
Louisiana,Florida Parishes,Term Life,2004-04-01,33.56
Louisiana,Florida Parishes,Term Life,2004-07-01,16.05
Louisiana,Florida Parishes,Term Life,2004-10-01,17.63
Louisiana,Florida Parishes,Term Life,2005-01-01,17.79
Louisiana,Florida Parishes,Term Life,2005-04-01,37.68
Louisiana,Florida Parishes,Term Life,2005-07-01,34.9
Louisiana,Florida Parishes,Term Life,2005-10-01,27.17
Louisiana,Florida Parishes,Term Life,2006-01-01,25.13
Louisiana,Florida Parishes,Term Life,2006-04-01,22.82
Louisiana,Florida Parishes,Term Life,2006-07-01,50.74
Louisiana,Florida Parishes,Term Life,2006-10-01,34.74
Louisiana,Florida Parishes,Term Life,2007-01-01,24.12
Louisiana,Florida Parishes,Term Life,2007-04-01,40.38
Louisiana,Florida Parishes,Term Life,2007-07-01,18.44
Louisiana,Florida Parishes,Term Life,2007-10-01,28.54
Louisiana,Florida Parishes,Term Life,2008-01-01,27.77
Louisiana,Florida Parishes,Term Life,2008-04-01,50.07
Louisiana,Florida Parishes,Term Life,2008-07-01,40.89
Louisiana,Florida Parishes,Term Life,2008-10-01,26.73
Louisiana,Florida Parishes,Term Life,2009-01-01,39.17
Louisiana,Florida Parishes,Term Life,2009-04-01,12.61
Louisiana,Florida Parishes,Term Life,2009-07-01,57.46
Louisiana,Florida Parishes,Term Life,2009-10-01,52.34
Louisiana,Florida Parishes,Term Life,2010-01-01,19.32
Louisiana,Florida Parishes,Term Life,2010-04-01,20.69
Louisiana,Florida Parishes,Term Life,2010-07-01,15.92
Louisiana,Florida Parishes,Term Life,2010-10-01,37.0
Louisiana,Florida Parishes,Term Life,2011-01-01,22.35
Louisiana,Florida Parishes,Term Life,2011-04-01,26.03
Louisiana,Florida Parishes,Term Life,2011-07-01,23.14
Louisiana,Florida Parishes,Term Life,2011-10-01,80.22
Louisiana,Florida Parishes,Term Life,2012-01-01,34.05
Louisiana,Florida Parishes,Term Life,2012-04-01,33.81
Louisiana,Florida Parishes,Term Life,2012-07-01,15.72
Louisiana,Florida Parishes,Term Life,2012-10-01,35.25
Louisiana,Florida Parishes,Term Life,2013-01-01,56.69
Louisiana,Florida Parishes,Term Life,2013-04-01,20.05
Louisiana,Florida Parishes,Term Life,2013-07-01,42.58
Louisiana,Florida Parishes,Term Life,2013-10-01,52.03
Louisiana,Florida Parishes,Term Life,2014-01-01,39.96
Louisiana,Florida Parishes,Term Life,2014-04-01,24.45
Louisiana,Florida Parishes,Term Life,2014-07-01,39.16
Louisiana,Florida Parishes,Term Life,2014-10-01,46.25
Louisiana,Florida Parishes,Term Life,2015-01-01,41.18
Louisiana,Florida Parishes,Term Life,2015-04-01,28.11
Louisiana,Florida Parishes,Term Life,2015-07-01,44.45
Louisiana,Florida Parishes,Term Life,2015-10-01,52.74
Louisiana,Florida Parishes,Term Life,2016-01-01,33.51
Louisiana,Florida Parishes,Term Life,2016-04-01,34.94
Louisiana,Florida Parishes,Term Life,2016-07-01,61.73
Louisiana,Florida Parishes,Term Life,2016-10-01,36.38
Louisiana,Florida Parishes,Term Life,2017-01-01,31.11
Louisiana,Florida Parishes,Term Life,2017-04-01,37.39
Louisiana,Florida Parishes,Term Life,2017-07-01,69.76
Louisiana,Florida Parishes,Term Life,2017-10-01,47.65
Louisiana,Florida Parishes,Whole Life,1998-01-01,99.2
Louisiana,Florida Parishes,Whole Life,1998-04-01,97.8
Louisiana,Florida Parishes,Whole Life,1998-07-01,92.55
Louisiana,Florida Parishes,Whole Life,1998-10-01,102.91
Louisiana,Florida Parishes,Whole Life,1999-01-01,142.09
Louisiana,Florida Parishes,Whole Life,1999-04-01,114.71
Louisiana,Florida Parishes,Whole Life,1999-07-01,101.0
Louisiana,Florida Parishes,Whole Life,1999-10-01,96.98
Louisiana,Florida Parishes,Whole Life,2000-01-01,115.02
Louisiana,Florida Parishes,Whole Life,2000-04-01,152.83
Louisiana,Florida Parishes,Whole Life,2000-07-01,132.79
Louisiana,Florida Parishes,Whole Life,2000-10-01,101.47
Louisiana,Florida Parishes,Whole Life,2001-01-01,80.84
Louisiana,Florida Parishes,Whole Life,2001-04-01,96.03
Louisiana,Florida Parishes,Whole Life,2001-07-01,125.62
Louisiana,Florida Parishes,Whole Life,2001-10-01,91.17
Louisiana,Florida Parishes,Whole Life,2002-01-01,91.55
Louisiana,Florida Parishes,Whole Life,2002-04-01,119.7
Louisiana,Florida Parishes,Whole Life,2002-07-01,92.24
Louisiana,Florida Parishes,Whole Life,2002-10-01,80.6
Louisiana,Florida Parishes,Whole Life,2003-01-01,74.24
Louisiana,Florida Parishes,Whole Life,2003-04-01,114.2
Louisiana,Florida Parishes,Whole Life,2003-07-01,109.65
Louisiana,Florida Parishes,Whole Life,2003-10-01,92.4
Louisiana,Florida Parishes,Whole Life,2004-01-01,95.61
Louisiana,Florida Parishes,Whole Life,2004-04-01,94.08
Louisiana,Florida Parishes,Whole Life,2004-07-01,79.03
Louisiana,Florida Parishes,Whole Life,2004-10-01,68.73
Louisiana,Florida Parishes,Whole Life,2005-01-01,72.17
Louisiana,Florida Parishes,Whole Life,2005-04-01,92.0
Louisiana,Florida Parishes,Whole Life,2005-07-01,38.62
Louisiana,Florida Parishes,Whole Life,2005-10-01,101.12
Louisiana,Florida Parishes,Whole Life,2006-01-01,71.6
Louisiana,Florida Parishes,Whole Life,2006-04-01,90.54
Louisiana,Florida Parishes,Whole Life,2006-07-01,64.71
Louisiana,Florida Parishes,Whole Life,2006-10-01,73.93
Louisiana,Florida Parishes,Whole Life,2007-01-01,97.06
Louisiana,Florida Parishes,Whole Life,2007-04-01,106.57
Louisiana,Florida Parishes,Whole Life,2007-07-01,97.51
Louisiana,Florida Parishes,Whole Life,2007-10-01,71.53
Louisiana,Florida Parishes,Whole Life,2008-01-01,108.99
Louisiana,Florida Parishes,Whole Life,2008-04-01,68.25
Louisiana,Florida Parishes,Whole Life,2008-07-01,99.58
Louisiana,Florida Parishes,Whole Life,2008-10-01,100.19
Louisiana,Florida Parishes,Whole Life,2009-01-01,57.64
Louisiana,Florida Parishes,Whole Life,2009-04-01,109.3
Louisiana,Florida Parishes,Whole Life,2009-07-01,65.04
Louisiana,Florida Parishes,Whole Life,2009-10-01,118.71
Louisiana,Florida Parishes,Whole Life,2010-01-01,96.58
Louisiana,Florida Parishes,Whole Life,2010-04-01,113.84
Louisiana,Florida Parishes,Whole Life,2010-07-01,112.51
Louisiana,Florida Parishes,Whole Life,2010-10-01,123.51
Louisiana,Florida Parishes,Whole Life,2011-01-01,145.15
Louisiana,Florida Parishes,Whole Life,2011-04-01,94.9
Louisiana,Florida Parishes,Whole Life,2011-07-01,90.41
Louisiana,Florida Parishes,Whole Life,2011-10-01,93.84
Louisiana,Florida Parishes,Whole Life,2012-01-01,123.96
Louisiana,Florida Parishes,Whole Life,2012-04-01,112.4
Louisiana,Florida Parishes,Whole Life,2012-07-01,120.45
Louisiana,Florida Parishes,Whole Life,2012-10-01,128.49
Louisiana,Florida Parishes,Whole Life,2013-01-01,106.05
Louisiana,Florida Parishes,Whole Life,2013-04-01,78.07
Louisiana,Florida Parishes,Whole Life,2013-07-01,96.32
Louisiana,Florida Parishes,Whole Life,2013-10-01,114.52
Louisiana,Florida Parishes,Whole Life,2014-01-01,95.28
Louisiana,Florida Parishes,Whole Life,2014-04-01,114.23
Louisiana,Florida Parishes,Whole Life,2014-07-01,75.27
Louisiana,Florida Parishes,Whole Life,2014-10-01,104.65
Louisiana,Florida Parishes,Whole Life,2015-01-01,103.58
Louisiana,Florida Parishes,Whole Life,2015-04-01,92.09
Louisiana,Florida Parishes,Whole Life,2015-07-01,96.4
Louisiana,Florida Parishes,Whole Life,2015-10-01,128.16
Louisiana,Florida Parishes,Whole Life,2016-01-01,122.44
Louisiana,Florida Parishes,Whole Life,2016-04-01,146.61
Louisiana,Florida Parishes,Whole Life,2016-07-01,81.42
Louisiana,Florida Parishes,Whole Life,2016-10-01,108.49
Louisiana,Florida Parishes,Whole Life,2017-01-01,122.12
Louisiana,Florida Parishes,Whole Life,2017-04-01,92.24
Louisiana,Florida Parishes,Whole Life,2017-07-01,74.48
Louisiana,Florida Parishes,Whole Life,2017-10-01,137.11
Louisiana,Florida Parishes,Annuities,1998-01-01,19.89
Louisiana,Florida Parishes,Annuities,1998-04-01,8.99
Louisiana,Florida Parishes,Annuities,1998-07-01,4.18
Louisiana,Florida Parishes,Annuities,1998-10-01,5.46
Louisiana,Florida Parishes,Annuities,1999-01-01,8.22
Louisiana,Florida Parishes,Annuities,1999-04-01,3.75
Louisiana,Florida Parishes,Annuities,1999-07-01,9.16
Louisiana,Florida Parishes,Annuities,1999-10-01,23.49
Louisiana,Florida Parishes,Annuities,2000-01-01,15.71
Louisiana,Florida Parishes,Annuities,2000-04-01,15.59
Louisiana,Florida Parishes,Annuities,2000-07-01,7.98
Louisiana,Florida Parishes,Annuities,2000-10-01,14.58
Louisiana,Florida Parishes,Annuities,2001-01-01,2.83
Louisiana,Florida Parishes,Annuities,2001-04-01,15.6
Louisiana,Florida Parishes,Annuities,2001-07-01,7.67
Louisiana,Florida Parishes,Annuities,2001-10-01,54.66
Louisiana,Florida Parishes,Annuities,2002-01-01,4.77
Louisiana,Florida Parishes,Annuities,2002-04-01,5.92
Louisiana,Florida Parishes,Annuities,2002-07-01,7.3
Louisiana,Florida Parishes,Annuities,2002-10-01,13.9
Louisiana,Florida Parishes,Annuities,2003-01-01,15.91
Louisiana,Florida Parishes,Annuities,2003-04-01,17.55
Louisiana,Florida Parishes,Annuities,2003-07-01,5.97
Louisiana,Florida Parishes,Annuities,2003-10-01,13.23
Louisiana,Florida Parishes,Annuities,2004-01-01,4.79
Louisiana,Florida Parishes,Annuities,2004-04-01,9.71
Louisiana,Florida Parishes,Annuities,2004-07-01,14.84
Louisiana,Florida Parishes,Annuities,2004-10-01,13.87
Louisiana,Florida Parishes,Annuities,2005-01-01,3.31
Louisiana,Florida Parishes,Annuities,2005-04-01,13.62
Louisiana,Florida Parishes,Annuities,2005-07-01,6.26
Louisiana,Florida Parishes,Annuities,2005-10-01,4.45
Louisiana,Florida Parishes,Annuities,2006-01-01,5.11
Louisiana,Florida Parishes,Annuities,2006-04-01,0.53
Louisiana,Florida Parishes,Annuities,2006-07-01,9.4
Louisiana,Florida Parishes,Annuities,2006-10-01,11.61
Louisiana,Florida Parishes,Annuities,2007-01-01,3.74
Louisiana,Florida Parishes,Annuities,2007-04-01,7.34
Louisiana,Florida Parishes,Annuities,2007-07-01,8.59
Louisiana,Florida Parishes,Annuities,2007-10-01,0.96
Louisiana,Florida Parishes,Annuities,2008-01-01,5.15
Louisiana,Florida Parishes,Annuities,2008-04-01,7.25
Louisiana,Florida Parishes,Annuities,2008-07-01,9.46
Louisiana,Florida Parishes,Annuities,2008-10-01,5.49
Louisiana,Florida Parishes,Annuities,2009-01-01,7.68
Louisiana,Florida Parishes,Annuities,2009-04-01,6.38
Louisiana,Florida Parishes,Annuities,2009-07-01,4.7
Louisiana,Florida Parishes,Annuities,2009-10-01,12.64
Louisiana,Florida Parishes,Annuities,2010-01-01,13.13
Louisiana,Florida Parishes,Annuities,2010-04-01,12.66
Louisiana,Florida Parishes,Annuities,2010-07-01,15.81
Louisiana,Florida Parishes,Annuities,2010-10-01,9.57
Louisiana,Florida Parishes,Annuities,2011-01-01,4.25
Louisiana,Florida Parishes,Annuities,2011-04-01,9.08
Louisiana,Florida Parishes,Annuities,2011-07-01,14.05
Louisiana,Florida Parishes,Annuities,2011-10-01,7.39
Louisiana,Florida Parishes,Annuities,2012-01-01,3.53
Louisiana,Florida Parishes,Annuities,2012-04-01,11.99
Louisiana,Florida Parishes,Annuities,2012-07-01,5.82
Louisiana,Florida Parishes,Annuities,2012-10-01,12.13
Louisiana,Florida Parishes,Annuities,2013-01-01,12.53
Louisiana,Florida Parishes,Annuities,2013-04-01,3.29
Louisiana,Florida Parishes,Annuities,2013-07-01,9.33
Louisiana,Florida Parishes,Annuities,2013-10-01,4.51
Louisiana,Florida Parishes,Annuities,2014-01-01,8.79
Louisiana,Florida Parishes,Annuities,2014-04-01,21.09
Louisiana,Florida Parishes,Annuities,2014-07-01,9.16
Louisiana,Florida Parishes,Annuities,2014-10-01,12.49
Louisiana,Florida Parishes,Annuities,2015-01-01,2.81
Louisiana,Florida Parishes,Annuities,2015-04-01,16.3
Louisiana,Florida Parishes,Annuities,2015-07-01,8.45
Louisiana,Florida Parishes,Annuities,2015-10-01,20.3
Louisiana,Florida Parishes,Annuities,2016-01-01,15.29
Louisiana,Florida Parishes,Annuities,2016-04-01,18.94
Louisiana,Florida Parishes,Annuities,2016-07-01,2.92
Louisiana,Florida Parishes,Annuities,2016-10-01,19.31
Louisiana,Florida Parishes,Annuities,2017-01-01,23.17
Louisiana,Florida Parishes,Annuities,2017-04-01,20.09
Louisiana,Florida Parishes,Annuities,2017-07-01,16.69
Louisiana,Florida Parishes,Annuities,2017-10-01,17.97
Louisiana,Florida Parishes,Annuities,1998-01-01,100.0
Louisiana,Florida Parishes,Annuities,1998-04-01,88.47
Louisiana,Florida Parishes,Annuities,1998-07-01,71.54
Louisiana,Florida Parishes,Annuities,1998-10-01,96.66
Louisiana,Florida Parishes,Annuities,1999-01-01,74.41
Louisiana,Florida Parishes,Annuities,1999-04-01,58.74
Louisiana,Florida Parishes,Annuities,1999-07-01,79.69
Louisiana,Florida Parishes,Annuities,1999-10-01,93.6
Louisiana,Florida Parishes,Annuities,2000-01-01,75.21
Louisiana,Florida Parishes,Annuities,2000-04-01,88.36
Louisiana,Florida Parishes,Annuities,2000-07-01,83.8
Louisiana,Florida Parishes,Annuities,2000-10-01,94.86
Louisiana,Florida Parishes,Annuities,2001-01-01,64.06
Louisiana,Florida Parishes,Annuities,2001-04-01,88.39
Louisiana,Florida Parishes,Annuities,2001-07-01,79.85
Louisiana,Florida Parishes,Annuities,2001-10-01,114.63
Louisiana,Florida Parishes,Annuities,2002-01-01,49.79
Louisiana,Florida Parishes,Annuities,2002-04-01,85.33
Louisiana,Florida Parishes,Annuities,2002-07-01,101.15
Louisiana,Florida Parishes,Annuities,2002-10-01,112.5
